# file /home/belle2/amubarak/2024c/MTS/String/timestamp:2024_10_29.pb
# PV name BT_PS:testbench:INTERLOCKED:timestamp
# Fixed anchor: 2024-01-01 00:00:00 JST (UTC+9)
# t0 1704034800000
# Nval 1
26132277489 "2024-10-29 10:57:57"
26152155489 "2024-10-29 16:29:15"
26152863489 "2024-10-29 16:41:03"
